,first150,fname,match
1918,"SEPTEMBER 8, 201 1 FINAL DECISION AND ORDER 12—0028 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, STONINGTON BOARD OF'EDUCATION APPEARING ",12_0028.pdf.txt,
1509,"NOVEMBER 4, 201 1 FINAL DECISION AND ORDER 12—0030 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON ",12_0030.pdf.txt,STAMFORD
746,"SEPTEMBER 15, 201 1 FINAL DECISION AND ORDER 12-0034 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HAVEN BOARD OF EDUCATION APPEARING O",12_0034.pdf.txt,WEST HAVEN
1253,"OCTOBER 25, 201 1 FINAL DECISION AND ORDER 12—0035 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BE",12_0035.pdf.txt,DARIEN
2389,"DECEMBER 2, 201 1 FINAL DECISION AND ORDER 12—0041 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",12_0041.pdf.txt,
221,"STATE OF CONNECTICUT DEPARTMENT OF EDUCATION CASE NO. 12-0045 DATE OF DECISION: SEPTEMBER 23, 201 1 STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ",12_0045.pdf.txt,GREENWICH
750,"MAY 9, 2012 FINAL DECISION AND ORDER 12-0046 SI'ITAﬁ 6F @NNEFTICUT DEPARTMENT OF EDUCATION STUDENT V. DANBURY BOARD OF EDUCATION APPEARING ON BEHALF",12_0046.pdf.txt,DANBURY
1313,"DECEMBER 9, 201 1 FINAL DECISION AND ORDER 12—0047 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",12_0047.pdf.txt,
2255,"SEPTEMBER 15, 2011 FINAL DECISION AND ORDER 12—0048 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, HAITFORD BOARD OF EDUCATION APPEARING ON",12_0048.pdf.txt,HAITFORD
2765,"SEPTEMBER 9, 201 1 FINAL DECISION AND ORDER 12—0049 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON ",12_0049.pdf.txt,NORWALK
1587,"AUGUST 29, 201 1 FINAL DECISION AND ORDER 12-0052 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. LEDYARD BOARD OF EDUCATION APPEARING ON BEHA",12_0052.pdf.txt,LEDYARD
2097,"SEPTEMBER 28, 201 1 FINAL DECISION AND ORDER 12—0053 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. VERNON BOARD OF EDUCATION APPEARING ON ",12_0053.pdf.txt,VERNON
2259,"AUGUST 22, 201 1 FINAL DECISION AND ORDER 12-0058 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON BEHA",12_0058.pdf.txt,NEWTOWN
2763,"SEPTEMBER 13, 2011 FINAL DECISION AND ORDER 12-0059 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TORRINGTON BOARD OF EDUCATION APPEARING ON",12_0059.pdf.txt,TORRINGTON
1002,"OCTOBER 19, 201 1 FINAL DECISION AND ORDER 12—0060 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 15 BOARD OF EDUCATION STUDENT APPE",12_0060.pdf.txt,REGION 15
1162,"MAY 31, 2012 FINAL DECISION AND ORDER 12—0061 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SUFﬂELD BOARD OF EDUCATION APPEARING ON BEHA",12_0061.pdf.txt,
1601,"SEPTEMBER 22, 201 1 FINAL DECISION AND ORDER 12—0064 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALFO",12_0064.pdf.txt,
2207,"OCTOBER 25, 201 1 FINAL DECISION AND ORDER 12-0067 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HANFORD BOARD OF EDUCATION APPEARING ON BEH",12_0067.pdf.txt,HANFORD
1408,"DECEMBER 22, 2011 FINAL DECISION AND ORDER 12-0068 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF T",12_0068.pdf.txt,
873,"OCTOBER 19, 201 1 FINAL DECISION AND ORDER 12-0069 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MANCHESTER BOARD OF EDUCATION V. STUDENT APPEARING ON ",12_0069.pdf.txt,MANCHESTER
1166,"JUNE 18, 2012 FINAL DECISION AND ORDER 12-0071 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF THE P",12_0071.pdf.txt,
2201,"DECEMBER 12, 201 1 FINAL DECISION AND ORDER 12—0077 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF O",12_0077.pdf.txt,
1903,"NOVEMBER 9, 201 1 FINAL DECISION AND ORDER 12-0081 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON B",12_0081.pdf.txt,GREENWICH
2731,"NOVEMBER 22, 201 1 FINAL DECISION AND ORDER 12—0082 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON",12_0082.pdf.txt,STAMFORD
2211,"OCTOBER 25, 2011 FINAL DECISION AND ORDER 120083 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BLOOMﬁELD BOARD OFEDUCATION APPEARING ON BE",12_0083.pdf.txt,
942,"SEPTEMBER 15, 201 1 FINAL DECISION AND ORDER 12-0084 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION NONVALK BOARD OF EDUCATION V. STUDENT APPEARING ON B",12_0084.pdf.txt,NONVALK
555,"OCTOBER 4, 201 1 FINAL DECISION AND ORDER 12—0086 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON B",12_0086.pdf.txt,HARTFORD
2055,"NOVEMBER 9, 2011 FINAL DECISION AND ORDER 12-0088 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EASTON BOARD OF EDUCATION APPEARING ON BEHAL",12_0088.pdf.txt,EASTON
1907,"SEPTEMBER 30, 201 1 FINAL DECISION AND ORDER 12—0091 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ",12_0091.pdf.txt,NEW HAVEN
1546,"JANUARY 5, 2012 FINAL DECISION AND ORDER 12-0099 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. COLCHESTER BOARD OF EDUCATION APPEARING ON BE",12_0099.pdf.txt,COLCHESTER
1401,"NOVEMBER 16, 201 1 FINAL DECISION AND ORDER 12-0100 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON B",12_0100.pdf.txt,HARTFORD
878,"NOVEMBER 22, 201 1 FINAL DECISION AND ORDER 12-0101 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF ",12_0101.pdf.txt,
998,"DECEMBER 22, 201 1 FINAL DECISION AND ORDER 12-0108 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BEH",12_0108.pdf.txt,DARIEN
1163,"OCTOBER 27, 2011 FINAL DECISION AND ORDER 12—0109 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON B",12_0109.pdf.txt,WESTPORT
1406,"NOVEMBER 1, 201 1 FINAL DECISION AND ORDER 12-01 10 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPOTT BOARD OF EDUCATION APPEARING ON B",12_0110.pdf.txt,WESTPOTT
2338,"JANUARY 5, 2012 FINAL DECISION AND ORDER 12-01 16 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON ",12_0116.pdf.txt,
2486,"APRIL 9, 2012 FINAL DECISION AND ORDER 12-01 17 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEHA",12_0117.pdf.txt,NEWINGTON
1004,"DECEMBER 27, 2011 FINA] DECISION AND ORDER 12-01 18 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OFEDUCATION APPEARING ON BE",12_0118.pdf.txt,
889,"OCTOBER 24, 2011 FINAL DECISION AND ORDER 12—0127 STATE OF CONNECTICUT DEPARTIWENT OF EDUCATION STUDENT V. WESTPOX’T BOARD OF EDUCATION APPEARING ",12_0127.pdf.txt,
885,"JANUARY 17, 2012 FINAL DECISION AND ORDER 12-0137 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPOLT BOARD OFEDUCATION APPEARING ON BEHA",12_0137.pdf.txt,
2581,"OCTOBER 27, 201 1 FINAL DECISION AND ORDER 12-0138 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. DARIEN BOARD OF EDUCATION APPEARING ON BEHA",12_0138.pdf.txt,DARIEN
2393,"JANUARY 30, 2012 FINAL DECISION AND ORDER 120139 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, GROTON BOARD OF EDUCATION APPEARING ON BEHALF",12_0139.pdf.txt,GROTON
1917,"DECEMBER 12, 2011 FINAL DECISION AND ORDER 12—0140 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MIDDLETOWN BOARD OF EDUCATION V. STUDENT APPEARING O",12_0140.pdf.txt,MIDDLETOWN
970,"JANUARY 30, 2012 FINAL DECISION AND ORDER 12—0145 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HATTFORD BOARD OT‘EDUCATION APPEARI",12_0145.pdf.txt,
566,"JANUARY 25, 2012 FINA1 DECISION AND ORDER 12—0147 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WILTON BOARD OF EDUCATION APPEARING ON BEH",12_0147.pdf.txt,WILTON
9,"FEBRUARY 16, 2012 FINAL DECISION AND ORDER 12—0156 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 AVON BOARD OF EDUCATION APPEARING ON BEHA",12_0156.pdf.txt,AVON
354,"JANUARY 25, 2012 FINAL DECISION AND ORDER 12—0160 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. FAIRﬁETD BOARD OF EDUCATION APPEARING ON",12_0160.pdf.txt,
509,"DECEMBER 15, 2011 FINAL DECISION AND ORDER 12—0161 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON",12_0161.pdf.txt,GREENWICH
1357,"FEBRUARY 16, 2012 FINAL DECISION AND ORDER 12-0162 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WATERBURY BOARD OF EDUCATION APPEARING ON B",12_0162.pdf.txt,WATERBURY
2349,"MARCH 9, 2012 FINAL DECISION AND ORDER 12—0164 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON B",12_0164.pdf.txt,
2545,"FEBRUARY 2, 2012 FINAL DECISION AND ORDER 12—0175 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. MANCHESTER BOARD OF EDUCATION APPEARING ON",12_0175.pdf.txt,MANCHESTER
1960,"FEBRUARY 7, 2012 FINAL DECISION AND ORDER 12-0176 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON BEHA",12_0176.pdf.txt,NEWTOWN
1462,"DECEMBER 5, 201 1 FINAL DECISION AND ORDER 12—0177 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION BLOOMﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ",12_0177.pdf.txt,
1300,"FEBRUARY 10, 2012 FINAL DECISION AND ORDER 12—0186 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGIONAL SCHOOL DISTRICT NO. 15 BOARD OT�",12_0186.pdf.txt,REGIONAL SCHOOL DISTRICT NO. 15
800,"FEBRUARY 7, 2012 FINAL DECISION AND ORDER 12—0187 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, AVON BOARD OF EDUCATION APPEARING ON BEHAL",12_0187.pdf.txt,AVON
2751,"JANUARY 13, 2012 FINAL DECISION AND ORDER 12-0188 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, NEW BRITAIN BOARD OF EDUCATION APPEARING ON ",12_0188.pdf.txt,NEW BRITAIN
2298,"FEBRUARY 10, 2012 FINAL DECISION AND ORDER 12-0189 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MIDDLETOWN BOARD OT'EDUCALION V. STUDENT APPEARING ON ",12_0189.pdf.txt,
2575,"APRIL 9, 2012 FINAL DECISION AND ORDER 12—0191 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MIDDLETOWN BOARD OF EDUCATION V. STUDENT AND STUDENT V. ",12_0191.pdf.txt,MIDDLETOWN
2110,"JANUARY 23, 2012 FINAL DECISION AND ORDER 12-0192 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION NORWALK BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",12_0192.pdf.txt,NORWALK
385,JANUARY 26‘ 2012 FINAL DECISION AND ORDER 12—0195 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON ,12_0195.pdf.txt,WOODSTOCK
1459,"DECEMBER 15, 201 1 FINAL DECISION AND ORDER 12—0201 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. AVON BOARD OF EDUCATION APPEARING ON BEH",12_0201.pdf.txt,AVON
1801,"FEBRUARY 10, 2012 FINAL DECISION AND ORDER 12—0209 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TORRINGTON BOARD OF EDUCATION APPEARING O",12_0209.pdf.txt,TORRINGTON
1456,"APRIL 9, 2012 FINAL DECISION AND ORDER 12-021 1 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEHA",12_0211.pdf.txt,GREENWICH
2361,"JANUARY 27, 2012 FINAL DECISION AND ORDER 12—0212 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON B",12_0212.pdf.txt,STAMFORD
2554,"JANUARY 23, 2012 FINAL DECISION AND ORDER 12-0213 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON BEH",12_0213.pdf.txt,TRUMBULL
821,"JANUARY 27, 2012 FINAL DECISION AND ORDER 12—0215 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. EAST HAVEN BOARD OL‘EDUCATION APPEARING ",12_0215.pdf.txt,
333,"MAY 21, 2012 FINAL DECISION AND ORDER 12-0216 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION K.G. V, BOARD OFEDUCATION APPEARING ON BEHALF OF THE PARENT",12_0216.pdf.txt,
1797,"MARCH 6, 2012 FINAL DECISION AND ORDER 120219 STATE OF C ONNECTICUT DEPARTMENT OF EDUCATION MIDDLETOWN BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",12_0219.pdf.txt,MIDDLETOWN
1925,"FEBRUARY 15, 2012 FINAL DECISION AND ORDER 12—0226 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT VT RIDGEﬁELD BOARD OF‘EDUCALION APPEARIN",12_0226.pdf.txt,
243,"MAY 24, 2012 FINAL DECISION AND ORDER 12—0229 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION MIDDLETOWN BOARD OF EDUCATION V. STUDENT APPEARING ON BEH",12_0229.pdf.txt,MIDDLETOWN
2236,"FEBRUARY 22, 2012 FINAL DECISION AND ORDER 12—0234 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON",12_0234.pdf.txt,GREENWICH
1735,"FEBRUARY 29. 2012 FINAL DECISION AND ORDER 12-0237 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, WILTON BOARD OF EDUCATION APPEARING ON BEHA",12_0237.pdf.txt,WILTON
908,"MAY 10, 2012 FINAL DECISION AND ORDER 12-0241 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT AND TRUMBULL BOARD OF EDUCATION APPEARING ON BEHALF",12_0241.pdf.txt,
87,"MARCH 28, 2012 FINAL DECISION AND ORDER 120242 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEHAL",12_0242.pdf.txt,NEW HAVEN
1849,"MARCH 19, 2012 FINAL DECISION AND ORDER 12—0244 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HANFORD BOARD OF EDUCATION APPEARING ON BEHA",12_0244.pdf.txt,HANFORD
2787,"JUNE 14, 2012 FINAL DECISION AND ORDER 12-0247 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WESTPORT BOARD OF EDUCATION APPEARING ON BEHALF",12_0247.pdf.txt,WESTPORT
905,"FEBRUARY 3, 2012 FINAL DECISION AND ORDER 12—0251 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TORRINGTON BOARD OF EDUCATION APPEARING ON",12_0251.pdf.txt,TORRINGTON
1694,"APRIL 24, 2012 FINAL DECISION AND ORDER 12—0255 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BE",12_0255.pdf.txt,GREENWICH
2263,"MARCH 7, 2012 FINAL DECISION AND ORDER 12—0256 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STRATFORD BOARD OFEDUEATION APPEARING ON BEHA",12_0256.pdf.txt,
2792,"APRIL 9, 2012 FINAL DECISION AND ORDER 12-0257 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEHAL",12_0257.pdf.txt,GREENWICH
1480,"APRIL 9, 2012 CASE NO. 12-0263 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON BEHALF OF STUDENT: ",12_0263.pdf.txt,
290,"APRIL 2, 2012 FINAL DECISION AND ORDER 12—0264 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. TRUMBULL BOARD OF EDUCATION APPEARING ON BEHA",12_0264.pdf.txt,TRUMBULL
2323,"MAY 2, 2012 1 FINAL DECISION AND ORDER 12-0270 STUDENT V. CONNECTICUT TECHNICAL HIGH SCHOOL SYSTEM APPEARING ON BEHALF OF THE STUDENT: SURROGATE PAREN",12_0270.pdf.txt,
2031,"MARCH 9, 2012 FINAL DECISION AND ORDER 12—0272 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, HAMDEN BOARD OF EDUCATION APPEARING ON BEHALF",12_0272.pdf.txt,HAMDEN
1476,"APRIL 2, 2012 FINAL DECISION AND ORDER 12~O273 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HAMDEN BOARD OF EDUCATION APPEARING ON BEHALF O",12_0273.pdf.txt,HAMDEN
491,"FEBRUARY 17, 2012 FINAL DECISION AND ORDER 12-0275 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V, HARTFORD BOARD OF EDUCATION APPEARING ON BE",12_0275.pdf.txt,HARTFORD
869,"MAY 31, 2012 FINAL DECISION AND ORDER 12—0277 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. GREENWICH BOARD OF EDUCATION APPEARING ON BEHA",12_0277.pdf.txt,GREENWICH
2676,"MAY 3, 2012 FINAL DECISION AND ORDER 12-0278 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON BEHAL",12_0278.pdf.txt,
2193,"FEBRUARY 15, 2012 FINAL DECISION AND ORDER 12—0279 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION SOUTHINGTON BOARD OF EDUCATION V. STUDENT APPEARING ",12_0279.pdf.txt,SOUTHINGTON
2447,"FEBRUARY 23, 2012 FINAL DECISION AND ORDER 12—0284 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WINDSOR LOCKS BOARD 01‘ EDUCATION V. STUDENT APPEA",12_0284.pdf.txt,
554,"MARCH 27, 2012 FINAL DECISION AND ORDER 12—0288 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. RIDGEﬁELD BOARD OF EDUCATION APPEARING ON ",12_0288.pdf.txt,
30,"MAY 7, 2012 FINAL DECISION AND ORDER 120289 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BEHALF OF",12_0289.pdf.txt,HARTFORD
258,"SEPTEMBER 6, 2012 FINAL DECISION AND ORDER 12—0290 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF",12_0290.pdf.txt,
718,"APRIL 9, 2012 CASE NO. 12-0271/12-0293 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SIMSBURY BOARD OF EDUCATION APPEARING ON BEHALF OF STUD",12_0293.pdf.txt,SIMSBURY
2444,"JUNE 15, 2012 FINAL DECISION AND ORDER 12—0294 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WEST HARTFORD BOARD OF EDUCATION APPEARING ON",12_0294.pdf.txt,WEST HARTFORD
2626,"MARCH 27, 2012 FINAL DECISION AND ORDER 12-0295 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. STAMFORD BOARD OF EDUCATION APPEARING ON BEHAL",12_0295.pdf.txt,STAMFORD
2037,"APRIL 9, 2012 FINAL DECISION AND ORDER 120296 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ENﬁELD BOARD OF EDUCATION APPEARING ON BEHALF ",12_0296.pdf.txt,
1541,"APRIL 26, 2012 FINAL DECISION AND ORDER 12—0297 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WESTPONT BOARD OF EDUCATION AND STUDENT APPEARING ON BE",12_0297.pdf.txt,
2192,"APRIL 2, 2012 FINAL DECISION AND ORDER 120301 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NORWALK BOARD OF EDUCATION APPEARING ON BEHALF O",12_0301.pdf.txt,NORWALK
2322,"MARCH 13, 2012 FINAL DECISION AND ORDER 12—0308 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION WEST HARTFORD BOARD OL‘EDUCATION V. STUDENT APPEARING",12_0308.pdf.txt,
2478,"JUNE 29, 2012 FINAL DECISION AND ORDER 12-0309 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION FAIRﬁELD BOARD OF EDUCATION V. STUDENT APPEARING ON BEHA",12_0309.pdf.txt,
165,"JUNE 14, 2012 FINAL DECISION AND ORDER 12-0315 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WOLCOTT BOARD OF EDUCATION APPEARING ON BEHALF ",12_0315.pdf.txt,WOLCOTT
2473,"APRIL 13, 2012 FINAL DECISION AND ORDER 12—0319 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. ENﬁELD BOARD OF EDUCATION APPEARING ON BEH",12_0319.pdf.txt,
775,"APRIL 9, 2012 FINAL DECISION AND ORDER 12—0320 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWINGTON BOARD OF EDUCATION APPEARING ON BEH",12_0320.pdf.txt,NEWINGTON
1319,"JUNE 15, 2012 FINAL DECISION AND ORDER 12-0321 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. COLCHESTER BOARD OF EDUCATION APPEARING ON BEHA",12_0321.pdf.txt,COLCHESTER
1101,"MARCH 13, 2012 FINAL DECISION AND ORDER 12—0328 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT VS, NORWALK BOARD OF EDUCATION APPEARING ON BEH",12_0328.pdf.txt,
2596,"JUNE 13, 2012 FINAL DECISION AND ORDER 12—0336 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. BOARD OF EDUCATION APPEARING ON BEHALF OF THE",12_0336.pdf.txt,
906,"MAY 31, 2012 FINAL DECISION AND ORDER 12-0339 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. SOMERS BOARD OF EDUCATION APPEARING ON BEHALF OF",12_0339.pdf.txt,SOMERS
449,"APRIL 18, 2012 FINAL DECISION AND ORDER 12-0340 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HATTFORD BOARD OF EDUCATION APPEARING ON BEHAL",12_0340.pdf.txt,HATTFORD
249,"MAY 24, 2012 FINAL DECISION AND ORDER 12-0341 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION APPEARING ON BEHALF ",12_0341.pdf.txt,HARTFORD
732,"JUNE 1, 2012 CASE NO. 12—0342 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. REGION 6 BOARD OF EDUCATION APPEARING ON BEHALF OF STUDENT: AT",12_0342.pdf.txt,REGION 6
1245,"JUNE 29, 2012 FINAL DECISION AND ORDER 12-0343 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEW HAVEN BOARD OF EDUCATION APPEARING ON BEHAL",12_0343.pdf.txt,NEW HAVEN
451,"MAY 24, 2012 FINAL DECISION AND ORDER 12—0350 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V1 NORWALK BOARD OF EDUCATION APPEARING ON BEHALF",12_0350.pdf.txt,NORWALK
2458,"JULY 2, 2012 FINAL DECISION AND ORDER 12—0355 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WINDSOR BOARD OF EDUCATION APPEARING ON BEHALF",12_0355.pdf.txt,WINDSOR
1530,"APRIL 26, 2012 FINAL DECISION AND ORDER 12-0356 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. WINCHESTER BOARD OF EDUCATION APPEARING ON BEH",12_0356.pdf.txt,WINCHESTER
2068,"JUNE 4, 2012 FINAL DECISION AND ORDER 12-0357 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. NEWTOWN BOARD OF EDUCATION APPEARING ON BEHALF O",12_0357.pdf.txt,NEWTOWN
582,"AUGUST 27, 2012 FINAL DECISION AND ORDER 12—0359 STATE OF CONNECTICUT DEPARTMENT OF EDUCATION STUDENT V. HARTFORD BOARD OF EDUCATION AND CHATTER SCH",12_0359.pdf.txt,HARTFORD
